"TradeDate";"Open";"High";"Low";"Close";"Volume"
"2014-05-08";1877.39;1889.07;1870.05;1875.63;1
"2014-05-09";1875.27;1878.57;1867.02;1878.48;1
"2014-05-12";1880.03;1897.13;1880.03;1896.65;1
"2014-05-13";1896.75;1902.17;1896.06;1897.45;1
"2014-05-14";1897.13;1897.13;1885.77;1888.53;1
"2014-05-15";1888.16;1888.16;1862.36;1870.85;1
"2014-05-16";1871.19;1878.28;1864.82;1877.86;1
"2014-05-19";1876.66;1886.0;1872.42;1885.08;1
"2014-05-20";1884.88;1884.88;1868.14;1872.83;1
"2014-05-21";1873.34;1888.8;1873.34;1888.03;1
"2014-05-22";1888.19;1896.33;1885.39;1892.49;1
"2014-05-23";1893.32;1901.26;1893.32;1900.53;1
"2014-05-27";1902.01;1912.28;1902.01;1911.91;1
"2014-05-28";1911.77;1914.46;1907.3;1909.78;1
"2014-05-29";1910.6;1920.03;1909.82;1920.03;1
"2014-05-30";1920.33;1924.03;1916.64;1923.57;1
"2014-06-02";1923.87;1925.88;1915.98;1924.97;1
"2014-06-03";1923.07;1925.07;1918.79;1924.24;1
"2014-06-04";1923.06;1928.63;1918.6;1927.88;1
"2014-06-05";1928.52;1941.74;1922.93;1940.46;1
"2014-06-06";1942.41;1949.44;1942.41;1949.44;1
"2014-06-09";1948.97;1955.55;1947.16;1951.27;1
"2014-06-10";1950.34;1950.86;1944.64;1950.79;1
"2014-06-11";1949.37;1949.37;1940.08;1943.89;1
"2014-06-12";1943.35;1943.35;1925.78;1930.11;1
"2014-06-13";1930.8;1937.3;1927.69;1936.16;1
"2014-06-16";1934.84;1941.15;1930.91;1937.78;1
"2014-06-17";1937.15;1943.69;1933.55;1941.99;1
"2014-06-18";1942.73;1957.74;1939.29;1956.98;1
"2014-06-19";1957.5;1959.87;1952.26;1959.48;1
"2014-06-20";1960.45;1963.91;1959.17;1962.87;1
"2014-06-23";1962.92;1963.74;1958.89;1962.61;1
"2014-06-24";1961.97;1968.17;1948.34;1949.98;1
"2014-06-25";1949.27;1960.83;1947.49;1959.53;1
"2014-06-26";1959.89;1959.89;1944.69;1957.22;1
"2014-06-27";1956.56;1961.47;1952.18;1960.96;1
"2014-06-30";1960.79;1964.24;1958.22;1960.23;1
"2014-07-01";1962.29;1978.58;1962.29;1973.32;1
"2014-07-02";1973.06;1976.67;1972.58;1974.62;1
"2014-07-03";1975.88;1985.59;1975.88;1985.44;1
"2014-07-07";1984.22;1984.22;1974.88;1977.65;1
"2014-07-08";1976.39;1976.39;1959.46;1963.71;1
"2014-07-09";1965.1;1974.15;1965.1;1972.83;1
"2014-07-10";1966.67;1969.84;1952.86;1964.68;1
"2014-07-11";1965.76;1968.67;1959.63;1967.57;1
"2014-07-14";1969.86;1979.85;1969.86;1977.1;1
"2014-07-15";1977.36;1982.52;1965.34;1973.28;1
"2014-07-16";1976.35;1983.94;1975.67;1981.57;1
"2014-07-17";1979.75;1981.8;1955.59;1958.12;1
"2014-07-18";1961.54;1979.91;1960.82;1978.22;1
"2014-07-21";1976.93;1976.93;1965.77;1973.63;1
"2014-07-22";1975.65;1986.24;1975.65;1983.53;1
"2014-07-23";1985.32;1989.23;1982.44;1987.01;1
"2014-07-24";1988.07;1991.39;1985.79;1987.98;1
"2014-07-25";1984.6;1984.6;1974.37;1978.34;1
"2014-07-28";1978.25;1981.52;1967.31;1978.91;1
"2014-07-29";1980.03;1984.85;1969.95;1969.95;1
"2014-07-30";1973.21;1978.9;1962.42;1970.07;1
"2014-07-31";1965.14;1965.14;1930.67;1930.67;1
"2014-08-01";1929.8;1937.35;1916.37;1925.15;1
"2014-08-04";1926.62;1942.92;1921.2;1938.99;1
"2014-08-05";1936.34;1936.34;1913.77;1920.21;1
"2014-08-06";1917.29;1927.91;1911.45;1920.24;1
"2014-08-07";1923.03;1928.89;1904.78;1909.57;1
"2014-08-08";1910.35;1932.38;1909.01;1931.59;1
"2014-08-11";1933.43;1944.9;1933.43;1936.92;1
"2014-08-12";1935.73;1939.65;1928.29;1933.75;1
"2014-08-13";1935.6;1948.41;1935.6;1946.72;1
"2014-08-14";1947.41;1955.23;1947.41;1955.18;1
"2014-08-15";1958.87;1964.04;1941.5;1955.06;1
"2014-08-18";1958.36;1971.99;1958.36;1971.74;1
"2014-08-19";1972.73;1982.57;1972.73;1981.6;1
"2014-08-20";1980.46;1988.57;1977.68;1986.51;1
"2014-08-21";1986.82;1994.76;1986.82;1992.37;1
"2014-08-22";1992.6;1993.54;1984.76;1988.4;1
"2014-08-25";1991.74;2001.95;1991.74;1997.92;1
"2014-08-26";1998.59;2005.04;1998.59;2000.02;1
"2014-08-27";2000.54;2002.14;1996.2;2000.12;1
"2014-08-28";1997.42;1998.55;1990.52;1996.74;1
"2014-08-29";1998.45;2003.38;1994.65;2003.37;1
"2014-09-02";2004.07;2006.12;1994.85;2002.28;1
"2014-09-03";2003.57;2009.28;1998.14;2000.72;1
"2014-09-04";2001.67;2011.17;1992.54;1997.65;1
"2014-09-05";1998.0;2007.71;1990.1;2007.71;1
"2014-09-08";2007.17;2007.17;1995.6;2001.54;1
"2014-09-09";2000.73;2001.01;1984.61;1988.44;1
"2014-09-10";1988.41;1996.66;1982.99;1995.69;1
"2014-09-11";1992.85;1997.65;1985.93;1997.45;1
"2014-09-12";1996.74;1996.74;1980.26;1985.54;1
"2014-09-15";1986.04;1987.18;1978.48;1984.13;1
"2014-09-16";1981.93;2002.28;1979.06;1998.98;1
"2014-09-17";1999.3;2010.74;1993.29;2001.57;1
"2014-09-18";2003.07;2012.34;2003.07;2011.36;1
"2014-09-19";2012.74;2019.26;2006.59;2010.4;1
"2014-09-22";2009.08;2009.08;1991.01;1994.29;1
"2014-09-23";1992.78;1995.41;1982.77;1982.77;1
"2014-09-24";1983.34;1999.79;1978.63;1998.3;1
"2014-09-25";1997.32;1997.32;1965.99;1965.99;1
"2014-09-26";1966.22;1986.37;1966.22;1982.85;1
"2014-09-29";1978.96;1981.28;1964.04;1977.8;1
"2014-09-30";1978.21;1985.17;1968.96;1972.29;1
"2014-10-01";1971.44;1971.44;1941.72;1946.16;1
"2014-10-02";1945.83;1952.32;1926.03;1946.17;1
"2014-10-03";1948.12;1971.19;1948.12;1967.9;1
"2014-10-06";1970.01;1977.84;1958.43;1964.82;1
"2014-10-07";1962.36;1962.36;1934.87;1935.1;1
"2014-10-08";1935.55;1970.36;1925.25;1968.89;1
"2014-10-09";1967.68;1967.68;1927.56;1928.21;1
"2014-10-10";1925.63;1936.98;1906.05;1906.13;1
"2014-10-13";1905.65;1912.09;1874.14;1874.74;1
"2014-10-14";1877.11;1898.71;1871.79;1877.7;1
"2014-10-15";1874.18;1874.18;1820.66;1862.49;1
"2014-10-16";1855.95;1876.01;1835.02;1862.76;1
"2014-10-17";1864.91;1898.16;1864.91;1886.76;1
"2014-10-20";1885.62;1905.03;1882.3;1904.01;1
"2014-10-21";1909.38;1942.45;1909.38;1941.28;1
"2014-10-22";1941.29;1949.31;1926.83;1927.11;1
"2014-10-23";1931.02;1961.95;1931.02;1950.82;1
"2014-10-24";1951.59;1965.27;1946.27;1964.58;1
"2014-10-27";1962.97;1964.64;1951.37;1961.63;1
"2014-10-28";1964.14;1985.05;1964.14;1985.05;1
"2014-10-29";1983.29;1991.4;1969.04;1982.3;1
"2014-10-30";1979.49;1999.4;1974.75;1994.65;1
"2014-10-31";2001.2;2018.19;2001.2;2018.05;1
"2014-11-03";2018.21;2024.46;2013.68;2017.81;1
"2014-11-04";2015.81;2015.98;2001.01;2012.1;1
"2014-11-05";2015.29;2023.77;2014.42;2023.57;1
"2014-11-06";2023.33;2031.61;2015.86;2031.21;1
"2014-11-07";2032.36;2034.26;2025.07;2031.92;1
"2014-11-10";2032.01;2038.7;2030.17;2038.26;1
"2014-11-11";2038.2;2041.28;2035.28;2039.68;1
"2014-11-12";2037.75;2040.33;2031.95;2038.25;1
"2014-11-13";2039.21;2046.18;2030.44;2039.33;1
"2014-11-14";2039.74;2042.22;2035.2;2039.82;1
"2014-11-17";2038.29;2043.07;2034.46;2041.32;1
"2014-11-18";2041.48;2056.08;2041.48;2051.8;1
"2014-11-19";2051.16;2052.14;2040.37;2048.71;1
"2014-11-20";2045.87;2053.84;2040.49;2052.75;1
"2014-11-21";2057.46;2071.46;2056.75;2063.5;1
"2014-11-24";2065.07;2070.17;2065.07;2069.41;1
"2014-11-25";2070.15;2074.21;2064.75;2067.03;1
"2014-11-26";2067.36;2073.29;2066.62;2072.83;1
"2014-11-28";2074.78;2075.76;2065.06;2067.56;1
"2014-12-01";2065.78;2065.78;2049.57;2053.44;1
"2014-12-02";2053.77;2068.77;2053.77;2066.55;1
"2014-12-03";2067.44;2076.28;2066.65;2074.33;1
"2014-12-04";2073.64;2077.34;2062.34;2071.92;1
"2014-12-05";2072.78;2079.46;2070.81;2075.37;1
"2014-12-08";2074.84;2075.78;2054.27;2060.31;1
"2014-12-09";2056.55;2060.6;2034.17;2059.82;1
"2014-12-10";2058.86;2058.86;2024.26;2026.14;1
"2014-12-11";2027.92;2055.53;2027.92;2035.33;1
"2014-12-12";2030.36;2032.25;2002.33;2002.33;1
"2014-12-15";2005.03;2018.69;1982.26;1989.63;1
"2014-12-16";1986.71;2016.89;1972.56;1972.74;1
"2014-12-17";1973.77;2016.75;1973.77;2012.89;1
"2014-12-18";2018.98;2061.23;2018.98;2061.23;1
"2014-12-19";2061.04;2077.85;2061.03;2070.65;1
"2014-12-22";2069.28;2078.76;2069.28;2078.54;1
"2014-12-23";2081.48;2086.73;2079.77;2082.17;1
"2014-12-24";2083.25;2087.56;2081.86;2081.88;1
"2014-12-26";2084.3;2092.69;2084.3;2088.77;1
"2014-12-29";2087.63;2093.55;2085.75;2090.57;1
"2014-12-30";2088.48;2088.48;2079.53;2080.35;1
"2014-12-31";2082.11;2085.58;2057.94;2058.9;1
"2015-01-02";2058.9;2072.36;2046.04;2058.19;1
"2015-01-05";2054.44;2054.44;2017.34;2020.58;1
"2015-01-06";2022.15;2030.25;1992.44;2002.61;1
"2015-01-07";2005.55;2029.61;2005.55;2025.9;1
"2015-01-08";2030.61;2064.08;2030.61;2062.14;1
"2015-01-09";2063.44;2064.42;2038.33;2044.81;1
"2015-01-12";2046.13;2049.3;2022.58;2028.26;1
"2015-01-13";2031.58;2056.92;2008.25;2023.03;1
"2015-01-14";2018.4;2018.4;1988.44;2011.27;1
"2015-01-15";2013.75;2021.35;1991.47;1992.67;1
"2015-01-16";1992.25;2020.46;1988.12;2019.42;1
"2015-01-20";2020.76;2028.94;2004.49;2022.55;1
"2015-01-21";2020.19;2038.29;2012.04;2032.12;1
"2015-01-22";2034.3;2064.62;2026.38;2063.15;1
"2015-01-23";2062.98;2062.98;2050.54;2051.82;1
"2015-01-26";2050.42;2057.62;2040.97;2057.09;1
"2015-01-27";2047.86;2047.86;2019.91;2029.55;1
"2015-01-28";2032.34;2042.49;2001.49;2002.16;1
"2015-01-29";2002.45;2024.64;1989.18;2021.25;1
"2015-01-30";2019.35;2023.32;1993.38;1994.99;1
"2015-02-02";1996.67;2021.66;1980.9;2020.85;1
"2015-02-03";2022.71;2050.3;2022.71;2050.03;1
"2015-02-04";2048.86;2054.73;2036.72;2041.51;1
"2015-02-05";2043.45;2063.55;2043.45;2062.52;1
"2015-02-06";2062.28;2072.4;2049.96;2055.46;1
"2015-02-09";2053.46;2056.16;2041.88;2046.74;1
"2015-02-10";2049.38;2070.86;2048.62;2068.59;1
"2015-02-11";2068.55;2073.48;2057.98;2068.53;1
"2015-02-12";2069.98;2088.53;2069.98;2088.48;1
"2015-02-13";2088.78;2097.03;2086.69;2096.98;1
"2015-02-17";2096.46;2101.3;2089.8;2100.34;1
"2015-02-18";2099.16;2100.23;2092.15;2099.67;1
"2015-02-19";2099.25;2102.13;2090.79;2097.44;1
"2015-02-20";2097.65;2110.61;2085.44;2110.3;1
"2015-02-23";2109.83;2110.05;2103.0;2109.66;1
"2015-02-24";2109.1;2117.94;2105.87;2115.48;1
"2015-02-25";2115.3;2119.59;2109.89;2113.86;1
"2015-02-26";2113.91;2113.91;2103.76;2110.73;1
"2015-02-27";2110.88;2112.73;2103.75;2104.5;1
"2015-03-02";2105.23;2117.52;2104.5;2117.39;1
"2015-03-03";2115.76;2115.76;2098.26;2107.78;1
"2015-03-04";2107.71;2107.71;2087.62;2098.53;1
"2015-03-05";2098.54;2104.25;2095.21;2101.04;1
"2015-03-06";2100.91;2100.91;2067.27;2071.26;1
"2015-03-09";2072.25;2083.48;2072.21;2079.42;1
"2015-03-10";2076.14;2076.14;2044.16;2044.16;1
"2015-03-11";2044.69;2050.08;2039.69;2040.24;1
"2015-03-12";2041.1;2066.41;2041.1;2065.94;1
"2015-03-13";2064.56;2064.56;2041.17;2053.4;1
"2015-03-16";2055.35;2081.41;2055.35;2081.19;1
"2015-03-17";2080.59;2080.59;2065.08;2074.28;1
"2015-03-18";2072.84;2106.85;2061.23;2099.5;1
"2015-03-19";2098.69;2098.69;2085.56;2089.27;1
"2015-03-20";2090.32;2113.92;2090.32;2108.1;1
"2015-03-23";2107.98;2114.86;2104.42;2104.42;1
"2015-03-24";2103.94;2107.63;2091.5;2091.5;1
"2015-03-25";2093.1;2097.42;2061.05;2061.05;1
"2015-03-26";2059.94;2067.15;2045.5;2056.15;1
"2015-03-27";2055.78;2062.83;2052.96;2061.02;1
"2015-03-30";2064.11;2088.96;2064.11;2086.23;1
"2015-03-31";2084.05;2084.05;2067.04;2067.89;1
"2015-04-01";2067.63;2067.63;2048.38;2059.69;1
"2015-04-02";2060.03;2072.17;2057.32;2066.96;1
"2015-04-06";2064.87;2086.98;2056.52;2080.62;1
"2015-04-07";2080.79;2089.81;2076.1;2076.33;1
"2015-04-08";2076.94;2086.69;2073.3;2081.9;1
"2015-04-09";2081.29;2093.31;2074.29;2091.17;1
"2015-04-10";2091.51;2102.61;2091.51;2102.06;1
"2015-04-13";2102.03;2107.65;2092.33;2092.42;1
"2015-04-14";2092.28;2098.62;2083.23;2095.84;1
"2015-04-15";2097.82;2111.91;2097.82;2106.63;1
"2015-04-16";2105.96;2111.3;2100.02;2104.98;1
"2015-04-17";2102.58;2102.58;2072.37;2081.17;1
"2015-04-20";2084.11;2103.94;2084.11;2100.4;1
"2015-04-21";2102.82;2109.64;2094.38;2097.29;1
"2015-04-22";2098.27;2109.98;2091.05;2107.96;1
"2015-04-23";2107.21;2120.48;2103.19;2112.92;1
"2015-04-24";2112.8;2120.92;2112.8;2117.69;1
"2015-04-27";2119.29;2125.92;2107.04;2108.92;1
"2015-04-28";2108.35;2116.09;2094.89;2114.76;1
"2015-04-29";2112.48;2113.65;2097.41;2106.85;1
"2015-04-30";2105.52;2105.52;2077.59;2085.51;1
"2015-05-01";2087.38;2108.41;2087.38;2108.29;1
"2015-05-04";2110.23;2120.94;2110.23;2114.48;1
"2015-05-05";2112.63;2115.23;2088.46;2089.46;1
"2015-05-06";2091.26;2098.42;2067.92;2080.15;1
"2015-05-07";2079.96;2092.9;2074.98;2088.0;1
"2015-05-08";2092.13;2117.66;2092.13;2116.1;1
"2015-05-11";2115.56;2117.69;2104.58;2105.33;1
"2015-05-12";2102.87;2105.06;2085.57;2099.12;1
"2015-05-13";2099.62;2110.19;2096.04;2098.48;1
"2015-05-14";2100.42;2121.44;2100.42;2121.1;1
"2015-05-15";2122.07;2123.89;2116.79;2122.73;1
"2015-05-18";2121.3;2131.78;2120.01;2129.19;1
"2015-05-19";2129.44;2133.02;2124.5;2127.83;1
"2015-05-20";2127.79;2134.71;2122.59;2125.85;1
"2015-05-21";2125.55;2134.28;2122.94;2130.82;1
"2015-05-22";2130.36;2132.15;2126.06;2126.06;1
"2015-05-26";2125.34;2125.34;2099.17;2104.19;1
"2015-05-27";2105.13;2126.21;2105.13;2123.48;1
"2015-05-28";2122.27;2122.27;2112.86;2120.79;1
"2015-05-29";2120.66;2120.66;2104.89;2107.39;1
"2015-06-01";2108.64;2119.15;2102.54;2111.73;1
"2015-06-02";2110.41;2117.59;2099.14;2109.6;1
"2015-06-03";2110.64;2121.92;2109.61;2114.07;1
"2015-06-04";2112.35;2112.89;2093.23;2095.84;1
"2015-06-05";2095.09;2100.98;2085.67;2092.83;1
"2015-06-08";2092.34;2093.01;2079.11;2079.28;1
"2015-06-09";2079.07;2085.62;2072.14;2080.15;1
"2015-06-10";2081.12;2108.5;2081.12;2105.19;1
"2015-06-11";2106.23;2115.02;2106.23;2108.86;1
"2015-06-12";2107.42;2107.42;2091.33;2094.11;1
"2015-06-15";2091.34;2091.34;2072.48;2084.42;1
"2015-06-16";2084.26;2097.4;2082.1;2096.29;1
"2015-06-17";2097.4;2106.79;2088.86;2100.44;1
"2015-06-18";2101.58;2126.65;2101.58;2121.23;1
"2015-06-19";2121.06;2121.64;2109.44;2109.98;1
"2015-06-22";2112.5;2129.87;2112.5;2122.85;1
"2015-06-23";2123.16;2128.03;2119.89;2124.19;1
"2015-06-24";2123.65;2125.1;2108.58;2108.58;1
"2015-06-25";2109.96;2116.04;2101.78;2102.31;1
"2015-06-26";2102.62;2108.92;2095.38;2101.48;1
"2015-06-29";2098.63;2098.63;2056.64;2057.64;1
"2015-06-30";2061.19;2074.28;2056.32;2063.11;1
"2015-07-01";2067.0;2082.78;2067.0;2077.42;1
"2015-07-02";2078.03;2085.06;2071.02;2076.78;1
"2015-07-06";2073.94;2078.61;2058.4;2068.76;1
"2015-07-07";2069.52;2083.73;2044.02;2081.34;1
"2015-07-08";2077.66;2077.66;2044.66;2046.68;1
"2015-07-09";2049.73;2074.28;2049.73;2051.31;1
"2015-07-10";2052.73;2081.31;2052.73;2076.62;1
"2015-07-13";2080.03;2100.67;2080.03;2099.6;1
"2015-07-14";2099.71;2111.98;2098.17;2108.94;1
"2015-07-15";2109.01;2114.14;2102.48;2107.4;1
"2015-07-16";2110.55;2124.42;2110.55;2124.29;1
"2015-07-17";2126.8;2128.91;2119.88;2126.64;1
"2015-07-20";2126.85;2132.82;2123.65;2128.28;1
"2015-07-21";2127.55;2128.48;2115.4;2119.21;1
"2015-07-22";2118.21;2118.51;2110.0;2114.15;1
"2015-07-23";2114.16;2116.87;2098.63;2102.15;1
"2015-07-24";2102.23;2106.01;2077.09;2079.65;1
"2015-07-27";2078.19;2078.19;2063.52;2067.64;1
"2015-07-28";2070.75;2095.6;2069.09;2093.25;1
"2015-07-29";2094.69;2110.6;2094.08;2108.57;1
"2015-07-30";2106.78;2110.48;2094.96;2108.63;1
"2015-07-31";2111.6;2114.23;2102.07;2103.84;1
"2015-08-03";2104.48;2105.69;2087.31;2098.04;1
"2015-08-04";2097.67;2102.51;2088.6;2093.32;1
"2015-08-05";2095.27;2112.66;2095.27;2099.84;1
"2015-08-06";2100.75;2103.32;2075.53;2083.56;1
"2015-08-07";2082.61;2082.61;2067.91;2077.57;1
"2015-08-10";2080.98;2105.35;2080.98;2104.17;1
"2015-08-11";2102.66;2102.66;2076.48;2084.07;1
"2015-08-12";2081.1;2089.06;2052.09;2086.05;1
"2015-08-13";2086.19;2092.92;2078.26;2083.39;1
"2015-08-14";2083.15;2092.44;2080.61;2091.54;1
"2015-08-17";2089.69;2102.87;2079.3;2102.44;1
"2015-08-18";2101.98;2103.46;2094.14;2096.92;1
"2015-08-19";2095.69;2096.17;2070.53;2079.61;1
"2015-08-20";2076.61;2076.61;2035.73;2035.73;1
"2015-08-21";2034.08;2034.08;1970.89;1970.89;1
"2015-08-24";1965.15;1965.15;1867.01;1893.21;1
"2015-08-25";1898.08;1948.04;1867.08;1867.61;1
"2015-08-26";1872.75;1943.09;1872.75;1940.51;1
"2015-08-27";1942.77;1989.6;1942.77;1987.66;1
"2015-08-28";1986.06;1993.48;1975.19;1988.87;1
